CustomerKey;GeographyKey;Name;Age;MaritalStatus;Gender;YearlyIncome;TotalChildren;ChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;DateFirstPurchase;CommuteDistance
21500;642;Devin Long;67;Married;Male;70000,00;2;1;Partial High School;Skilled Manual;1;2;2023-02-18;10+ Miles
21501;59;Deb Foster;67;Single;Male;70000,00;2;1;Partial High School;Skilled Manual;1;3;2022-08-29;10+ Miles
21502;326;Morgan Clark;61;Single;Female;60000,00;2;1;High School;Professional;1;2;2023-10-14;10+ Miles
21503;626;Melanie Long;67;Married;Female;60000,00;2;1;High School;Professional;1;2;2023-11-20;10+ Miles
21504;611;Chloe Torres;67;Married;Female;60000,00;2;1;High School;Professional;1;2;2023-10-16;2-5 Miles
21505;192;Ronald Gonzalez;56;Single;Male;110000,00;2;4;Partial College;Professional;1;3;2023-11-30;5-10 Miles
21506;173;Randall Gutierrez;56;Married;Male;130000,00;3;4;Partial College;Professional;1;2;2023-12-18;5-10 Miles
21507;231;Hunter Smith;62;Married;Male;150000,00;1;3;Partial College;Professional;0;3;2023-02-04;5-10 Miles
21508;229;Suzanne Li;63;Married;Female;120000,00;3;4;High School;Professional;1;4;2022-11-29;5-10 Miles
21509;247;Michele Lopez;63;Married;Female;130000,00;3;4;Partial College;Professional;1;3;2022-11-30;5-10 Miles
21510;155;Carol Perry;64;Married;Female;80000,00;3;2;Partial College;Professional;0;1;2023-04-02;2-5 Miles
21511;265;Richard Sanders;59;Married;Male;80000,00;4;2;Partial College;Professional;1;1;2023-07-16;2-5 Miles
21512;231;Emma Russell;64;Married;Female;80000,00;4;2;Partial College;Professional;0;1;2023-09-24;2-5 Miles
21513;197;Stacey Xu;75;Married;Female;70000,00;5;1;High School;Professional;1;2;2023-08-20;10+ Miles
21514;134;Krystal Zhu;75;Married;Female;110000,00;3;4;Bachelors;Management;1;4;2023-05-31;10+ Miles
21515;233;Barbara Yuan;75;Married;Female;130000,00;3;4;Bachelors;Management;1;3;2023-06-06;5-10 Miles
21516;246;Larry Serrano;75;Married;Male;130000,00;3;4;Bachelors;Management;1;4;2022-12-18;5-10 Miles
21517;257;Gerald Subram;74;Married;Male;170000,00;3;4;Graduate Degree;Management;1;2;2022-12-12;0-1 Miles
21518;197;Ruben Madan;73;Married;Male;70000,00;5;1;High School;Professional;1;2;2023-07-20;2-5 Miles
21519;162;Franklin Becker;74;Single;Male;100000,00;2;3;Bachelors;Management;1;4;2023-06-11;10+ Miles
21520;238;Seth Baker;73;Married;Male;110000,00;3;4;Bachelors;Management;1;4;2023-10-31;10+ Miles
21521;187;Joanna Romero;73;Single;Female;80000,00;5;0;Partial College;Professional;0;2;2023-08-16;2-5 Miles
21522;196;Morgan Bryant;72;Single;Female;90000,00;5;0;Partial College;Professional;0;2;2023-07-02;10+ Miles
21523;175;Timothy Green;61;Married;Male;120000,00;4;5;Bachelors;Management;1;0;2024-01-28;5-10 Miles
21524;265;Faith Wood;66;Single;Female;80000,00;4;2;Partial College;Professional;1;1;2024-01-28;10+ Miles
21525;241;Victoria Howard;65;Married;Female;80000,00;4;2;Partial College;Professional;1;2;2023-02-16;10+ Miles
21526;172;Jonathon Munoz;49;Single;Male;80000,00;4;2;Partial College;Professional;1;2;2023-08-22;10+ Miles
21527;211;Sergio Patel;64;Single;Male;90000,00;4;2;High School;Professional;1;2;2023-12-26;10+ Miles
21528;151;Jay Moreno;65;Married;Male;130000,00;3;4;Partial College;Professional;1;4;2023-11-27;0-1 Miles
21529;183;Kristi Martinez;66;Single;Female;100000,00;3;4;Bachelors;Management;1;3;2023-11-24;10+ Miles
21530;182;Toni Raman;60;Married;Female;100000,00;3;4;Bachelors;Management;0;4;2023-08-08;2-5 Miles
21531;223;Kari Vance;66;Married;Female;100000,00;3;4;Bachelors;Management;1;4;2024-01-22;10+ Miles
21532;175;Sierra Turner;66;Married;Female;120000,00;2;5;Bachelors;Management;0;2;2023-12-23;10+ Miles
21533;259;Gilbert Tang;55;Married;Male;130000,00;0;5;Partial College;Professional;1;2;2023-07-04;0-1 Miles
21534;250;Warren Rai;61;Single;Male;130000,00;4;5;High School;Professional;0;3;2022-11-28;0-1 Miles
21535;206;Alfredo Sandberg;62;Single;Male;80000,00;4;2;High School;Professional;1;2;2023-11-13;10+ Miles
21536;128;Billy Rubio;68;Married;Male;90000,00;4;1;High School;Professional;1;2;2023-09-18;10+ Miles
21537;147;Gloria Navarro;68;Married;Female;90000,00;4;1;High School;Professional;0;2;2023-12-09;2-5 Miles
21538;220;Tara Luo;69;Married;Female;80000,00;5;2;High School;Management;1;2;2023-12-20;5-10 Miles
21539;209;Phillip Raman;58;Married;Male;100000,00;3;4;Partial College;Management;1;4;2023-09-27;10+ Miles
21540;255;Ross Rubio;69;Single;Male;150000,00;4;5;Bachelors;Management;0;3;2022-12-04;0-1 Miles
21541;265;Daisy Gutierrez;58;Married;Female;160000,00;2;5;Partial College;Management;0;3;2023-09-06;10+ Miles
21542;220;Patricia Vance;70;Married;Female;70000,00;5;1;Partial High School;Skilled Manual;0;3;2023-12-08;5-10 Miles
21543;211;Naomi Romero;64;Married;Female;80000,00;5;1;High School;Management;1;3;2023-07-28;10+ Miles
21544;240;Gary Moreno;53;Married;Male;150000,00;4;5;High School;Management;1;4;2023-11-07;10+ Miles
21545;277;Michele Schmidt;69;Married;Female;170000,00;0;5;High School;Management;1;4;2022-12-17;0-1 Miles
21546;155;Cory Garcia;71;Married;Male;90000,00;4;1;Partial High School;Skilled Manual;1;4;2023-09-30;10+ Miles
21547;238;Brad Raje;54;Single;Male;120000,00;4;5;High School;Management;1;3;2023-08-30;10+ Miles
21548;254;Christy Chander;65;Married;Female;130000,00;5;5;High School;Management;1;4;2023-09-19;10+ Miles
21549;126;Jerome Ruiz;61;Single;Male;100000,00;3;4;High School;Management;1;4;2023-03-04;10+ Miles
21550;163;Kara Deng;66;Married;Female;100000,00;3;4;High School;Management;0;4;2023-08-09;5-10 Miles
21551;39;Elijah Butler;43;Single;Male;60000,00;0;0;Bachelors;Professional;0;3;2023-08-02;2-5 Miles
21552;20;Francis Alvarez;43;Married;Male;80000,00;0;0;Bachelors;Professional;0;3;2022-02-10;10+ Miles
21553;27;Allen Suri;43;Married;Male;90000,00;0;0;Bachelors;Professional;1;2;2022-02-28;10+ Miles
21554;4;Molly Rana;45;Single;Female;80000,00;0;0;Bachelors;Professional;0;3;2023-08-25;10+ Miles
21555;35;Jarrod Madan;45;Single;Male;90000,00;0;0;Bachelors;Professional;1;2;2022-02-20;10+ Miles
21556;15;Gloria Serrano;45;Single;Female;90000,00;0;0;Bachelors;Professional;0;3;2022-02-04;10+ Miles
21557;6;Kate Lal;45;Single;Female;110000,00;0;5;Partial College;Management;1;3;2022-02-27;10+ Miles
21558;4;Nicole Coleman;40;Single;Female;100000,00;0;5;High School;Management;1;2;2022-02-22;10+ Miles
21559;26;Pedro Malhotra;46;Married;Male;100000,00;0;5;High School;Management;0;2;2022-02-17;10+ Miles
21560;35;Kristopher Lopez;45;Married;Male;120000,00;0;5;Partial High School;Professional;1;4;2022-02-19;10+ Miles
21561;8;Albert Navarro;47;Single;Male;90000,00;0;0;Bachelors;Professional;0;3;2022-01-30;10+ Miles
21562;3;Drew Jai;41;Single;Male;100000,00;0;5;High School;Management;1;3;2022-03-21;10+ Miles
21563;24;Carla Mehta;47;Single;Female;80000,00;0;0;Bachelors;Professional;1;4;2023-03-01;10+ Miles
21564;27;Erica Liu;47;Single;Female;80000,00;0;0;Bachelors;Professional;1;4;2023-05-10;10+ Miles
21565;21;Sheena Shan;41;Married;Female;110000,00;0;5;High School;Management;1;3;2023-02-17;10+ Miles
21566;22;Jermaine Garcia;47;Married;Male;110000,00;0;5;High School;Management;1;3;2023-02-24;10+ Miles
21567;18;Candace Sanchez;42;Married;Female;100000,00;0;5;High School;Management;0;3;2022-03-10;10+ Miles
21568;23;Jacquelyn Hernandez;47;Married;Female;100000,00;0;5;High School;Management;1;4;2022-03-03;10+ Miles
21569;5;Brendan Rai;43;Single;Male;90000,00;0;0;Bachelors;Professional;1;4;2022-03-24;10+ Miles
21570;11;Barry Kovár;49;Married;Male;100000,00;0;5;High School;Management;1;4;2022-03-16;10+ Miles
21571;8;Darryl Yang;49;Married;Male;110000,00;0;5;High School;Management;1;4;2022-03-12;10+ Miles
21572;7;Randall Ramos;42;Married;Male;130000,00;0;5;Bachelors;Management;1;4;2022-03-07;0-1 Miles
21573;14;Jimmy Munoz;49;Single;Male;130000,00;0;5;Bachelors;Management;1;4;2023-08-09;0-1 Miles
21574;638;Fernando Lewis;54;Married;Male;100000,00;5;2;Partial College;Professional;1;1;2023-02-12;0-1 Miles
21575;322;Justin Foster;62;Married;Male;80000,00;3;0;Partial College;Professional;0;2;2022-12-30;2-5 Miles
21576;546;Benjamin Gonzales;62;Married;Male;80000,00;3;0;Partial College;Professional;0;2;2023-01-25;2-5 Miles
21577;49;Tiffany Ma;85;Married;Female;50000,00;2;0;Graduate Degree;Management;1;2;2023-12-03;5-10 Miles
21578;642;Jordan Green;74;Married;Male;60000,00;2;0;Graduate Degree;Management;1;2;2023-08-26;5-10 Miles
21579;553;Wyatt Jackson;84;Married;Male;60000,00;2;0;Graduate Degree;Management;1;2;2023-06-03;5-10 Miles
21580;52;Mariah Ward;55;Single;Female;80000,00;4;3;Partial College;Professional;1;2;2023-06-11;2-5 Miles
21581;71;Rachel Russell;55;Married;Female;80000,00;4;3;Partial College;Professional;1;2;2023-02-06;0-1 Miles
21582;49;Amber Roberts;41;Married;Female;50000,00;1;1;Graduate Degree;Skilled Manual;1;0;2022-10-07;0-1 Miles
21583;653;Jaclyn Lal;47;Married;Female;50000,00;1;1;Bachelors;Skilled Manual;1;0;2023-10-16;0-1 Miles
21584;616;Gavin Bryant;47;Married;Male;50000,00;1;1;Bachelors;Skilled Manual;1;0;2023-10-07;2-5 Miles
21585;543;Trinity Gray;47;Married;Female;50000,00;1;1;Bachelors;Skilled Manual;1;0;2023-10-26;2-5 Miles
21586;552;Stephanie Foster;46;Married;Female;60000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-10-23;2-5 Miles
21587;298;Jenna Roberts;41;Married;Female;60000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-10-28;2-5 Miles
21588;301;Theodore Martin;47;Married;Male;60000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-11-10;2-5 Miles
21589;60;Vanessa Coleman;49;Married;Female;50000,00;1;1;Bachelors;Skilled Manual;1;0;2022-09-29;2-5 Miles
21590;609;Taylor Gonzales;48;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;0;2023-11-10;2-5 Miles
21591;310;Clayton Goel;48;Married;Male;40000,00;1;1;Bachelors;Skilled Manual;1;1;2023-12-22;0-1 Miles
21592;623;Christina Reed;49;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;1;2023-10-27;0-1 Miles
21593;301;Marcus Roberts;49;Single;Male;50000,00;2;2;Bachelors;Skilled Manual;0;0;2023-11-06;0-1 Miles
21594;322;Brianna Moore;39;Married;Female;50000,00;2;2;Bachelors;Skilled Manual;1;0;2023-11-06;0-1 Miles
21595;54;Juan Ward;42;Married;Male;60000,00;1;0;Graduate Degree;Professional;1;0;2022-10-01;2-5 Miles
21596;553;Luke Wright;47;Married;Male;60000,00;1;0;Graduate Degree;Professional;1;0;2023-11-21;0-1 Miles
21597;312;Jose Jones;42;Married;Male;70000,00;3;0;Graduate Degree;Professional;1;0;2023-01-19;0-1 Miles
21598;648;Chloe Perez;44;Married;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2023-11-14;0-1 Miles
21599;548;Sara Lopez;44;Married;Female;60000,00;1;0;Graduate Degree;Professional;1;0;2023-11-05;2-5 Miles
21600;368;Alexa Bell;51;Married;Female;70000,00;2;2;Bachelors;Skilled Manual;1;0;2022-12-31;2-5 Miles
21601;360;Jacqueline Bell;45;Married;Female;70000,00;2;2;Bachelors;Skilled Manual;1;0;2023-02-20;2-5 Miles
21602;612;Manuel Malhotra;50;Married;Male;70000,00;2;2;Bachelors;Skilled Manual;1;1;2023-02-05;2-5 Miles
21603;609;Seth Barnes;51;Married;Male;70000,00;2;2;Bachelors;Skilled Manual;1;1;2023-02-03;0-1 Miles
21604;315;Melanie Howard;52;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-11-14;2-5 Miles
21605;612;Brittney Ye;49;Married;Female;60000,00;2;0;Graduate Degree;Professional;1;0;2023-11-04;0-1 Miles
21606;614;Connor Roberts;43;Married;Male;60000,00;2;0;Graduate Degree;Professional;1;0;2023-11-06;0-1 Miles
21607;614;Bryce Torres;49;Married;Male;60000,00;2;0;Graduate Degree;Professional;1;0;2023-11-12;2-5 Miles
21608;634;David Griffin;43;Married;Male;70000,00;3;0;Graduate Degree;Professional;1;0;2023-02-22;2-5 Miles
21609;307;Tabitha Blanco;48;Single;Female;70000,00;4;0;Graduate Degree;Professional;1;0;2023-02-04;2-5 Miles
21610;322;Caleb Edwards;43;Married;Male;70000,00;4;0;Graduate Degree;Professional;1;0;2023-02-27;2-5 Miles
21611;385;Ethan Wilson;49;Married;Male;80000,00;2;0;Graduate Degree;Professional;1;0;2023-02-24;0-1 Miles
21612;548;Spencer Foster;52;Single;Male;40000,00;0;0;Bachelors;Professional;0;1;2023-07-15;0-1 Miles
21613;57;Caleb Powell;52;Single;Male;50000,00;2;2;Bachelors;Skilled Manual;0;1;2022-10-17;0-1 Miles
21614;49;William Thomas;51;Married;Male;50000,00;2;2;Bachelors;Skilled Manual;1;1;2022-11-18;0-1 Miles
21615;311;Grace Torres;52;Single;Female;50000,00;2;2;Bachelors;Skilled Manual;0;1;2023-11-04;0-1 Miles
21616;612;Carson Wood;52;Married;Male;60000,00;0;0;Graduate Degree;Professional;1;0;2023-04-17;2-5 Miles
21617;539;Jennifer Miller;42;Single;Female;60000,00;0;0;Graduate Degree;Professional;0;0;2024-01-20;0-1 Miles
21618;54;Elijah Carter;47;Married;Male;70000,00;4;0;Graduate Degree;Professional;1;0;2022-11-07;2-5 Miles
21619;385;Angela Patterson;53;Single;Female;70000,00;4;0;Graduate Degree;Professional;1;0;2023-02-17;2-5 Miles
21620;50;Mariah Brooks;38;Married;Female;60000,00;2;0;Graduate Degree;Professional;1;0;2022-10-28;0-1 Miles
21621;54;Jordan Parker;44;Married;Male;60000,00;2;0;Graduate Degree;Professional;1;0;2022-11-20;2-5 Miles
21622;59;Ethan Winston;50;Married;Male;60000,00;2;0;Graduate Degree;Professional;1;0;2022-11-03;2-5 Miles
21623;632;Connor Diaz;50;Married;Male;70000,00;5;5;Graduate Degree;Professional;1;2;2023-12-17;2-5 Miles
21624;642;Faith Price;50;Single;Female;70000,00;5;5;Graduate Degree;Professional;1;2;2023-05-10;2-5 Miles
21625;553;Jennifer Hall;49;Married;Female;70000,00;5;5;Graduate Degree;Professional;1;2;2023-08-11;2-5 Miles
21626;648;Brianna Garcia;44;Married;Female;70000,00;5;5;Graduate Degree;Professional;1;2;2023-09-11;0-1 Miles
21627;302;Bailey Roberts;44;Married;Female;70000,00;5;5;Graduate Degree;Professional;1;2;2023-06-25;2-5 Miles
21628;612;Kelli Xu;53;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-09-05;2-5 Miles
21629;52;Thomas Thomas;48;Single;Male;50000,00;3;3;Bachelors;Skilled Manual;0;1;2022-11-23;0-1 Miles
21630;627;Faith Jenkins;48;Married;Female;50000,00;3;3;Bachelors;Skilled Manual;1;2;2023-02-13;2-5 Miles
21631;49;Martin Sanchez;48;Married;Male;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-07-14;10+ Miles
21632;312;Jaclyn Liang;53;Married;Female;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-04-09;10+ Miles
21633;633;Cameron Zhang;53;Married;Male;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-03-23;10+ Miles
21634;614;Arianna Cook;48;Married;Female;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-09-19;10+ Miles
21635;352;Christian Lewis;48;Married;Male;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-06-21;10+ Miles
21636;385;Katherine Rivera;53;Married;Female;50000,00;3;3;Bachelors;Skilled Manual;1;3;2023-07-25;10+ Miles
21637;359;Richard Lewis;44;Single;Male;40000,00;0;0;Bachelors;Professional;0;1;2023-11-13;2-5 Miles
21638;539;Olivia Harris;54;Single;Female;40000,00;0;0;Bachelors;Professional;0;1;2023-11-07;2-5 Miles
21639;612;Anthony Wilson;49;Married;Male;60000,00;4;4;Bachelors;Skilled Manual;1;3;2023-08-11;10+ Miles
21640;314;Charles Cooper;55;Married;Male;60000,00;5;5;Bachelors;Skilled Manual;0;3;2023-07-20;2-5 Miles
21641;314;Kaylee Perez;43;Married;Female;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-11-27;2-5 Miles
21642;59;Alexandra Rodriguez;55;Married;Female;60000,00;4;2;Bachelors;Skilled Manual;1;2;2022-11-05;2-5 Miles
21643;311;Wyatt Diaz;54;Married;Male;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-11-25;2-5 Miles
21644;383;Sydney Howard;55;Married;Female;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-11-22;2-5 Miles
21645;644;Spencer Alexander;54;Married;Male;60000,00;4;2;Bachelors;Skilled Manual;1;2;2023-11-12;0-1 Miles
21646;335;Luis Bryant;56;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-02-18;0-1 Miles
21647;611;Blake Brown;56;Single;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-02-10;2-5 Miles
21648;301;Ronnie Sun;55;Single;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-02-13;2-5 Miles
21649;311;Keith Nara;55;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-02-18;2-5 Miles
21650;312;Cedric Zeng;55;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-02-15;2-5 Miles
21651;633;Sean Cooper;55;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-03-10;2-5 Miles
21652;68;Julia Bell;50;Married;Female;70000,00;4;2;Bachelors;Professional;1;2;2022-10-29;2-5 Miles
21653;361;Jose Anderson;56;Single;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-03-29;2-5 Miles
21654;329;Aidan Barnes;55;Single;Male;70000,00;4;2;Bachelors;Professional;1;2;2023-03-16;2-5 Miles
21655;56;Zachary Bryant;50;Married;Male;70000,00;4;2;Bachelors;Professional;1;2;2022-12-27;2-5 Miles
21656;69;Hannah Hayes;56;Married;Female;70000,00;4;2;Bachelors;Professional;1;3;2023-08-16;0-1 Miles
21657;609;Sara Green;56;Single;Female;70000,00;0;0;Bachelors;Professional;0;1;2023-04-22;2-5 Miles
21658;68;Jocelyn Powell;55;Married;Female;60000,00;3;2;Graduate Degree;Professional;1;0;2022-12-03;2-5 Miles
21659;50;Gabrielle Jenkins;56;Married;Female;60000,00;3;2;Graduate Degree;Professional;1;0;2021-01-16;2-5 Miles
21660;339;Allison Watson;55;Married;Female;60000,00;3;2;Graduate Degree;Professional;1;0;2023-11-21;2-5 Miles
21661;163;Terry Champion;40;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-06-27;1-2 Miles
21662;206;Orlando Muñoz;47;Single;Male;10000,00;0;0;Partial High School;Manual;1;2;2023-04-22;1-2 Miles
21663;177;Kenneth Goel;46;Single;Male;20000,00;0;0;Partial High School;Manual;0;2;2023-08-19;0-1 Miles
21664;189;Edwin Yuan;47;Single;Male;20000,00;0;0;Partial High School;Manual;1;2;2023-11-03;1-2 Miles
21665;180;Karl Jai;45;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-04-21;1-2 Miles
21666;153;Leslie Jimenez;45;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;0;2023-09-24;0-1 Miles
21667;159;Crystal Zhang;46;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;1;2023-10-02;1-2 Miles
21668;234;Christina Rogers;45;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;1;2022-12-23;0-1 Miles
21669;236;Jessica Rodriguez;46;Married;Female;40000,00;1;1;Bachelors;Skilled Manual;1;1;2022-11-28;1-2 Miles
21670;187;Benjamin Lal;41;Single;Male;20000,00;0;0;Partial High School;Manual;1;2;2023-09-11;1-2 Miles
21671;189;Nicolas Jai;46;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-04-20;2-5 Miles
21672;166;Craig Gomez;47;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-12-26;2-5 Miles
21673;196;Jésus Gill;46;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-04-28;1-2 Miles
21674;155;Jada Morris;48;Married;Female;10000,00;0;0;Partial High School;Manual;0;2;2023-10-28;0-1 Miles
21675;202;Adriana Rana;48;Single;Female;10000,00;0;0;Partial High School;Manual;0;2;2024-01-15;0-1 Miles
21676;219;Valerie Guo;47;Single;Female;20000,00;0;0;Partial High School;Manual;1;2;2023-12-28;1-2 Miles
21677;220;Cedric Chander;47;Single;Male;20000,00;0;0;Partial High School;Manual;0;2;2023-10-29;1-2 Miles
21678;260;Alvin Tang;47;Single;Male;20000,00;0;0;Partial High School;Manual;0;2;2023-03-09;0-1 Miles
21679;230;Drew Yuan;47;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-07-13;2-5 Miles
21680;135;Ricky Torres;42;Single;Male;30000,00;0;0;High School;Manual;0;1;2023-03-06;2-5 Miles
21681;157;Casey Ortega;48;Single;Male;40000,00;2;2;Partial College;Clerical;1;1;2023-10-17;1-2 Miles
21682;234;Katrina Goel;47;Single;Female;40000,00;2;2;Partial College;Clerical;1;2;2023-10-05;1-2 Miles
21683;279;Henry Suri;42;Single;Male;40000,00;2;2;Partial College;Clerical;1;2;2023-07-01;0-1 Miles
21684;189;Mariah Bennett;101;Married;Female;10000,00;4;0;Partial High School;Manual;1;2;2023-08-11;1-2 Miles
21685;632;Bailey Green;44;Single;Female;40000,00;3;3;Partial College;Clerical;1;1;2023-11-26;1-2 Miles
21686;302;Albert Ortega;44;Married;Male;40000,00;3;3;Partial College;Clerical;0;2;2023-07-19;0-1 Miles
21687;316;Sarah Brown;45;Single;Female;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-10-19;0-1 Miles
21688;361;Jesse Morris;88;Single;Male;70000,00;5;0;Graduate Degree;Skilled Manual;1;0;2023-03-12;1-2 Miles
21689;609;Olivia Simmons;88;Married;Female;40000,00;1;0;Graduate Degree;Skilled Manual;1;1;2023-11-13;1-2 Miles
21690;49;Samantha Thomas;52;Single;Female;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-04-18;0-1 Miles
21691;59;Brandon Martin;52;Single;Male;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-04-30;0-1 Miles
21692;648;Savannah Ward;52;Single;Female;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-07-12;0-1 Miles
21693;299;Alyssa Ashe;52;Single;Female;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-05-31;0-1 Miles
21694;299;Bobby Sai;53;Single;Male;60000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-09-14;0-1 Miles
21695;299;Ethan Rodriguez;52;Married;Male;60000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-11-27;1-2 Miles
21696;614;Gabrielle Watson;60;Married;Female;10000,00;2;1;High School;Manual;0;2;2023-12-29;0-1 Miles
21697;385;Dalton Powell;65;Married;Male;10000,00;2;1;High School;Manual;1;2;2023-10-21;1-2 Miles
21698;311;Tracy She;65;Married;Female;20000,00;2;0;High School;Manual;0;2;2023-03-17;1-2 Miles
21699;339;Logan Sharma;65;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-10-30;1-2 Miles
21700;352;Juan Ramirez;59;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-10-30;1-2 Miles
21701;542;Abigail Sanders;63;Married;Female;30000,00;1;0;High School;Clerical;1;2;2023-06-08;1-2 Miles
21702;64;Paige Gonzales;64;Married;Female;30000,00;2;0;High School;Clerical;0;2;2023-03-12;0-1 Miles
21703;69;Paige Blue;63;Married;Female;30000,00;2;0;High School;Clerical;0;2;2023-09-01;1-2 Miles
21704;637;Charles Martinez;64;Married;Male;40000,00;1;0;Partial College;Clerical;1;1;2023-11-12;1-2 Miles
21705;307;Warren Sharma;62;Married;Male;30000,00;2;0;High School;Skilled Manual;0;2;2023-12-05;0-1 Miles
21706;612;Haley Murphy;50;Married;Female;30000,00;2;0;High School;Skilled Manual;1;2;2023-08-23;1-2 Miles
21707;618;Cassidy Simmons;51;Married;Female;30000,00;2;0;High School;Skilled Manual;1;2;2023-10-22;1-2 Miles
21708;616;Andrea Brooks;55;Married;Female;40000,00;2;0;Partial College;Clerical;1;1;2023-08-04;0-1 Miles
21709;546;Katherine Torres;55;Single;Female;40000,00;2;0;Partial College;Clerical;1;1;2023-11-03;1-2 Miles
21710;62;Brittany Gonzales;49;Married;Female;40000,00;2;0;Partial College;Clerical;1;1;2021-01-21;1-2 Miles
21711;383;Hailey Gray;60;Single;Female;40000,00;2;0;Partial College;Clerical;1;1;2023-11-05;1-2 Miles
21712;316;Megan Ross;61;Married;Female;80000,00;5;0;Graduate Degree;Skilled Manual;1;0;2023-05-06;1-2 Miles
21713;315;Jose Parker;60;Single;Male;80000,00;5;0;Graduate Degree;Skilled Manual;0;0;2023-05-27;0-1 Miles
21714;612;Carmen Patel;60;Single;Female;80000,00;5;0;Graduate Degree;Skilled Manual;0;0;2024-01-02;0-1 Miles
21715;644;Jonathan Ross;55;Married;Male;80000,00;5;0;Graduate Degree;Skilled Manual;1;0;2023-02-12;1-2 Miles
21716;612;Gerald Sara;61;Married;Male;80000,00;4;0;Graduate Degree;Skilled Manual;0;0;2023-09-09;0-1 Miles
21717;374;Angel King;48;Married;Male;40000,00;2;0;Partial College;Clerical;1;1;2024-01-28;0-1 Miles
21718;336;Devin Roberts;48;Single;Male;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-08-26;1-2 Miles
21719;543;Morgan Torres;59;Single;Female;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-10-31;1-2 Miles
21720;301;Raul Jai;60;Single;Male;60000,00;4;0;Graduate Degree;Skilled Manual;0;0;2023-02-20;0-1 Miles
21721;635;Sara Campbell;60;Single;Female;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-10-13;1-2 Miles
21722;372;Spencer Wood;60;Married;Male;60000,00;4;0;Graduate Degree;Skilled Manual;1;0;2023-11-10;1-2 Miles
21723;302;Tiffany Huang;47;Married;Female;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-11-22;1-2 Miles
21724;311;Mandy Yang;46;Single;Female;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-07-12;0-1 Miles
21725;69;Gabrielle Cannata;41;Single;Female;50000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-07-12;0-1 Miles
21726;63;Morgan Hall;45;Single;Female;40000,00;0;0;Graduate Degree;Skilled Manual;0;0;2023-07-14;0-1 Miles
21727;64;Arianna Flores;46;Married;Female;40000,00;0;0;Graduate Degree;Skilled Manual;1;0;2021-01-27;1-2 Miles
21728;612;Madison Harris;45;Single;Female;40000,00;0;0;Graduate Degree;Skilled Manual;1;0;2023-10-31;1-2 Miles
21729;641;Alexandria Morgan;40;Single;Female;40000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-09-26;1-2 Miles
21730;301;Noah Campbell;46;Married;Male;40000,00;1;0;Graduate Degree;Skilled Manual;1;0;2023-12-04;1-2 Miles
